RefCodeWebCode;Reference_Year;Ref_Code;Source;Web_Code;Web_Year;Web_Decade;Data_Status;From_Database;LATstand;LONGstand;LATabs;LONGabs;Country;ISO3;Hemisphere;Continent;Realm_WWF;Biome_WWF;Ecoregion_WWF;Metanetwork;Plant_taxon_criterion;Plant_Taxonomic_level;Plant_taxon;Plant_trait_criterion;Animal_taxon_criterion;Animal_Taxonomic_level;Animal_taxon;Animal_taxon_2;Animal_taxon_3;Animal_taxon_4;Animal_taxon_5
russo_et_al_2013_X_russo_et_al_2013;2013;russo_et_al_2013;ECOLOGY_AND_EVOLUTION;russo_et_al_2013;2013;2010;Original;No;40.712;-77.934;40.712;77.934;USA;USA;Northern;North America;Nearctic;Temperate_broadleaf_and_mixed_forests;Appalachian-Blue_Ridge_forests;no;no;NER;Mixed;no;yes;superfamily;Apoidea;Insects;Bees;Bees;Inv-Hymenoptera-Bees
schwarz_et_al_2020_X_smith_et_al_2019_2;2020;schwarz_et_al_2020;OIKOS;smith_et_al_2019_2;2019;2010;Reused;No;40.8;-77.7;40.8;77.7;USA;USA;Northern;North America;Nearctic;Temperate_broadleaf_and_mixed_forests;Appalachian-Blue_Ridge_forests;no;no;NER;Mixed;no;yes;superfamily;Apoidea;Insects;Bees;Bees;Inv-Hymenoptera-Bees
lara-romero_et_al_2016_X_lara-romero_et_al_2016;2016;lara-romero_et_al_2016;FUNCTIONAL_ECOLOGY;lara-romero_et_al_2016;2016;2010;Original;No;40.833;-3.95;40.833;3.95;Spain;ESP;Northern;Europe;Palearctic;Mediterranean_forests,_woodlands,_and_shrub;Iberian_conifer_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
morente-lopez_et_al_2018_X_lara-romero_et_al_2016;2018;morente-lopez_et_al_2018;SCIENTIFIC_REPORTS;lara-romero_et_al_2016;2016;2010;Reused;No;40.833;-3.95;40.833;3.95;Spain;ESP;Northern;Europe;Palearctic;Mediterranean_forests,_woodlands,_and_shrub;Iberian_conifer_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
schwarz_et_al_2020_X_lara-romero_et_al_2016;2020;schwarz_et_al_2020;OIKOS;lara-romero_et_al_2016;2016;2010;Reused;No;40.833;-3.95;40.833;3.95;Spain;ESP;Northern;Europe;Palearctic;Mediterranean_forests,_woodlands,_and_shrub;Iberian_conifer_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
gonzalez_et_al_2012_X_gonzalez_et_al_2012;2012;gonzalez_et_al_2012;OIKOS;gonzalez_et_al_2012;2012;2010;Original;No;41.274;1.909;41.274;1.909;Spain;ESP;Northern;Europe;Palearctic;Mediterranean_forests,_woodlands,_and_shrub;Northeastern_Spain_and_Southern_France_Mediterranean_forests;no;no;NER;Mixed;yes;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
araujo_et_al_2018_X_bogiani_2012;2018;araujo_et_al_2018;JOURNAL_OF_BIOGEOGRAPHY;bogiani_2012;2012;2010;Reused;No;41.283;1.866;41.283;1.866;Brazil;BRA;Southern;South America;Neotropic;Flooded_grasslands_and_savannas;Pantanal;no;no;NER;Mixed;no;yes;family;Trochilidae;Birds;Hummingbirds;Hummingbirds;Ver-Aves-Hummingbirds
novella-fernandez_et_al_2019_X_novella-fernandez_et_al_2019;2019;novella-fernandez_et_al_2019;PLOS_ONE;novella-fernandez_et_al_2019;2019;2010;Original;No;41.45;1.9;41.45;1.9;Spain;ESP;Northern;Europe;Palearctic;Mediterranean_forests,_woodlands,_and_shrub;Northeastern_Spain_and_Southern_France_Mediterranean_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
lowenstein_et_al_2018_X_lowenstein_et_al_2018;2018;lowenstein_et_al_2018;URBAN_ECOSYSTEMS;lowenstein_et_al_2018;2018;2010;Original;No;41.85;-87.65;41.85;87.65;USA;USA;Northern;North America;Nearctic;Temperate_grasslands,_savannas,_and_shrublands;Central_forest-grasslands_transition;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
bartomeus_2013_X_bartomeus_et_al_2008_meta;2013;bartomeus_2013;PLOS_ONE;bartomeus_et_al_2008_meta;2008;2000;Reused;No;41.983;2.824;41.983;2.824;Spain;ESP;Northern;Europe;Palearctic;Mediterranean_forests,_woodlands,_and_shrub;Northeastern_Spain_and_Southern_France_Mediterranean_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
carvalheiro_et_al_2014_X_bartomeus_et_al_2008_meta;2014;carvalheiro_et_al_2014;ECOLOGY_LETTERS;bartomeus_et_al_2008_meta;2008;2000;Reused;No;41.983;2.824;41.983;2.824;Spain;ESP;Northern;Europe;Palearctic;Mediterranean_forests,_woodlands,_and_shrub;Northeastern_Spain_and_Southern_France_Mediterranean_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
stouffer_et_al_2014_X_bartomeus_et_al_2008_meta;2014;stouffer_et_al_2014;JOURNAL_OF_ECOLOGY;bartomeus_et_al_2008_meta;2008;2000;Reused;Yes;41.983;2.824;41.983;2.824;Spain;ESP;Northern;Europe;Palearctic;Mediterranean_forests,_woodlands,_and_shrub;Northeastern_Spain_and_Southern_France_Mediterranean_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
emer_et_al_2016_X_bartomeus_et_al_2008_meta;2016;emer_et_al_2016;DIVERSITY_AND_DISTRIBUTIONS;bartomeus_et_al_2008_meta;2008;2000;Reused;Yes;41.983;2.824;41.983;2.824;Spain;ESP;Northern;Europe;Palearctic;Mediterranean_forests,_woodlands,_and_shrub;Northeastern_Spain_and_Southern_France_Mediterranean_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
takemoto_&_kajihara_2016_X_bartomeus_et_al_2008_meta;2016;takemoto_&_kajihara_2016;PLOS_ONE;bartomeus_et_al_2008_meta;2008;2000;Reused;No;41.983;2.824;41.983;2.824;Spain;ESP;Northern;Europe;Palearctic;Mediterranean_forests,_woodlands,_and_shrub;Northeastern_Spain_and_Southern_France_Mediterranean_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
traveset_et_al_2016_X_bartomeus_et_al_2008_meta;2016;traveset_et_al_2016;GLOBAL_ECOLOGY_AND_BIOGEOGRAPHY;bartomeus_et_al_2008_meta;2008;2000;Reused;Yes;41.983;2.824;41.983;2.824;Spain;ESP;Northern;Europe;Palearctic;Mediterranean_forests,_woodlands,_and_shrub;Northeastern_Spain_and_Southern_France_Mediterranean_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
nagaishi_&_takemoto_2018_X_bartomeus_et_al_2008_meta;2018;nagaishi_&_takemoto_2018;ROYAL_SOCIETY_OPEN_SCIENCE;bartomeus_et_al_2008_meta;2008;2000;Reused;Yes;41.983;2.824;41.983;2.824;Spain;ESP;Northern;Europe;Palearctic;Mediterranean_forests,_woodlands,_and_shrub;Northeastern_Spain_and_Southern_France_Mediterranean_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
timoteo_et_al_2018_X_bartomeus_et_al_2008_meta;2018;timoteo_et_al_2018;OECOLOGIA;bartomeus_et_al_2008_meta;2008;2000;Reused;No;41.983;2.824;41.983;2.824;Spain;ESP;Northern;Europe;Palearctic;Mediterranean_forests,_woodlands,_and_shrub;Northeastern_Spain_and_Southern_France_Mediterranean_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
maia_et_al_2019_a_X_bartomeus_et_al_2008_meta;2019;maia_et_al_2019_a;OIKOS;bartomeus_et_al_2008_meta;2008;2000;Reused;Yes;41.983;2.824;41.983;2.824;Spain;ESP;Northern;Europe;Palearctic;Mediterranean_forests,_woodlands,_and_shrub;Northeastern_Spain_and_Southern_France_Mediterranean_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
cirtwill_et_al_2020_X_bartomeus_et_al_2008_meta;2020;cirtwill_et_al_2020;NEW_PHYTOLOGIST;bartomeus_et_al_2008_meta;2008;2000;Reused;No;41.983;2.824;41.983;2.824;Spain;ESP;Northern;Europe;Palearctic;Mediterranean_forests,_woodlands,_and_shrub;Northeastern_Spain_and_Southern_France_Mediterranean_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
sakai_et_al_2016_X_kato_1996;2016;sakai_et_al_2016;ROYAL_SOCIETY_OPEN_SCIENCE;kato_1996;1996;1990;Reused;No;42;113.833;42;113.833;China;CHN;Northern;Asia;Palearctic;Temperate_grasslands,_savannas,_and_shrublands;Mongolian-Manchurian_grassland;no;no;NER;Mixed;yes;yes;NER;Animalia;Mixed;Mixed;Mixed;Mixed
sugiura_&_taki_2012_X_taki_&_kevan_2007;2012;sugiura_&_taki_2012;BMC_ECOLOGY;taki_&_kevan_2007;2007;2000;Reused;No;42.616;-80.416;42.616;80.416;Canada;CAN;Northern;North America;Nearctic;Temperate_broadleaf_and_mixed_forests;Southern_Great_Lakes_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
schleuning_et_al_2012_X_reader_1975_vance;2012;schleuning_et_al_2012;CURRENT_BIOLOGY;reader_1975_vance;1975;1970;Reused;No;43.066;-80.033;43.066;80.033;Canada;CAN;Northern;North America;Nearctic;Temperate_broadleaf_and_mixed_forests;Southern_Great_Lakes_forests;no;yes;family;Ericaceae;no;yes;superfamily;Apoidea;Insects;Bees;Bees;Inv-Hymenoptera-Bees
tucker_&_rehan_2016_X_tucker_&_rehan_2016;2016;tucker_&_rehan_2016;JOURNAL_OF_INSECT_CONSERVATION;tucker_&_rehan_2016;2016;2010;Original;No;43.11;-70.95;43.11;70.95;USA;USA;Northern;North America;Nearctic;Temperate_broadleaf_and_mixed_forests;Northeastern_coastal_forests;no;no;NER;Mixed;no;yes;superfamily;Apoidea;Insects;Bees;Bees;Inv-Hymenoptera-Bees
schleuning_et_al_2012_X_reader_1975_luther;2012;schleuning_et_al_2012;CURRENT_BIOLOGY;reader_1975_luther;1975;1970;Reused;No;43.15;-80.066;43.15;80.066;Canada;CAN;Northern;North America;Nearctic;Temperate_broadleaf_and_mixed_forests;Southern_Great_Lakes_forests;no;yes;family;Ericaceae;no;yes;superfamily;Apoidea;Insects;Bees;Bees;Inv-Hymenoptera-Bees
rivers-moore_et_al_2020_X_rivers-moore_et_al_2020;2020;rivers-moore_et_al_2020;INSECTS;rivers-moore_et_al_2020;2020;2020;Original;No;43.283;0.9;43.283;0.9;France;FRA;Northern;Europe;Palearctic;Temperate_broadleaf_and_mixed_forests;Western_European_broadleaf_forests;no;no;NER;Mixed;no;yes;superfamily;Apoidea;Insects;Bees;Bees;Inv-Hymenoptera-Bees
kelly_&_elle_2020_X_kelly_&_elle_2020_3;2020;kelly_&_elle_2020;OECOLOGIA;kelly_&_elle_2020_3;2020;2020;Reused;No;43.3;-122.5;43.3;122.5;USA;USA;Northern;North America;Nearctic;Temperate_coniferous_forests;Central_and_Southern_Cascades_forests;no;no;NER;Mixed;yes;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
nooten_et_al_2020_X_nooten_et_al_2020;2020;nooten_et_al_2020;AGRICULTURAL_AND_FOREST_ENTOMOLOGY;nooten_et_al_2020;2020;2020;Original;No;43.383;-71.033;43.383;71.033;USA;USA;Northern;North America;Nearctic;Temperate_broadleaf_and_mixed_forests;Northeastern_coastal_forests;no;yes;species;Vaccinium_corymbosum_and_Malus_pumila;no;yes;superfamily;Apoidea;Insects;Bees;Bees;Inv-Hymenoptera-Bees
larson_et_al_2014_X_larson_et_al_2014;2014;larson_et_al_2014;JOURNAL_OF_APPLIED_ECOLOGY;larson_et_al_2014;2014;2010;Original;No;43.834;-102.393;43.834;102.393;USA;USA;Northern;North America;Nearctic;Temperate_grasslands,_savannas,_and_shrublands;Northern_short_grasslands;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
larson_et_al_2016_X_larson_et_al_2014;2016;larson_et_al_2016;PLOS_ONE;larson_et_al_2014;2014;2010;Reused;No;43.834;-102.393;43.834;102.393;USA;USA;Northern;North America;Nearctic;Temperate_grasslands,_savannas,_and_shrublands;Northern_short_grasslands;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
manincor_et_al_2020_X_manincor_et_al_2020_fourches;2020;manincor_et_al_2020;ACTA_OECOLOGICA-INTERNATIONAL_JOURNAL_OF_ECOLOGY;manincor_et_al_2020_fourches;2020;2020;Reused;No;43.935;3.512;43.935;3.512;France;FRA;Northern;Europe;Palearctic;Mediterranean_forests,_woodlands,_and_shrub;Northeastern_Spain_and_Southern_France_Mediterranean_forests;no;no;NER;Mixed;no;yes;superfamily;Apoidea;Insects;Bees;Bees;Inv-Hymenoptera-Bees
lefebvre_et_al_2014_X_lefebvre_et_al_2014;2014;lefebvre_et_al_2014;BIOLOGY_LETTERS;lefebvre_et_al_2014;2014;2010;Original;No;44.398;6.776;44.398;6.776;France;FRA;Northern;Europe;Palearctic;Temperate_coniferous_forests;Alps_conifer_and_mixed_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
vitt_et_al_2020_X_vitt_et_al_2020;2020;vitt_et_al_2020;ECOSPHERE;vitt_et_al_2020;2020;2020;Original;No;44.792;-87.314;44.792;87.314;USA;USA;Northern;North America;Nearctic;Temperate_broadleaf_and_mixed_forests;Upper_Midwest_forest-savanna_transition;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
schleuning_et_al_2012_X_poursin_1982;2012;schleuning_et_al_2012;CURRENT_BIOLOGY;poursin_1982;1982;1980;Reused;No;44.935;1.013;44.935;1.013;France;FRA;Northern;Europe;Palearctic;Temperate_broadleaf_and_mixed_forests;Atlantic_mixed_forests;no;no;NER;Mixed;no;yes;superfamily;Apoidea;Insects;Bees;Bees;Inv-Hymenoptera-Bees
schleuning_et_al_2012_X_bauer_1983;2012;schleuning_et_al_2012;CURRENT_BIOLOGY;bauer_1983;1983;1980;Reused;No;45;-109.416;45;109.416;USA;USA;Northern;South America;Nearctic;Temperate_coniferous_forests;South_Central_Rockies_forests;no;no;NER;Mixed;no;yes;genus;Bombus;Insects;Bees;Bees;Inv-Hymenoptera-Bees
simanonok_&_burkle_2014_X_simanonok_&_burkle_2014;2014;simanonok_&_burkle_2014;ECOSPHERE;simanonok_&_burkle_2014;2014;2010;Original;No;45;-109.416;45;109.416;USA;USA;Northern;North America;Nearctic;Temperate_coniferous_forests;South_Central_Rockies_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
schwarz_et_al_2020_X_simanonok_&_burkle_2014;2020;schwarz_et_al_2020;OIKOS;simanonok_&_burkle_2014;2014;2010;Reused;No;45;-109.416;45;109.416;USA;USA;Northern;North America;Nearctic;Temperate_coniferous_forests;South_Central_Rockies_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
schwarz_et_al_2020_X_heil_&_burkle_2018;2020;schwarz_et_al_2020;OIKOS;heil_&_burkle_2018;2018;2010;Reused;No;45.233;-110.55;45.233;110.55;USA;USA;Northern;North America;Nearctic;Temperate_coniferous_forests;South_Central_Rockies_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
fantinato_et_al_2019_a_X_fantinato_et_al_2019_a;2018;fantinato_et_al_2019_a;JOURNAL_OF_PLANT_ECOLOGY;fantinato_et_al_2019_a;2019;2010;Original;No;45.312;11.674;45.312;11.674;Italy;ITA;Northern;Europe;Palearctic;Temperate_broadleaf_and_mixed_forests;Po_Basin_mixed_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
fantinato_et_al_2019_b_X_fantinato_et_al_2019_b;2019;fantinato_et_al_2019_b;FLORA;fantinato_et_al_2019_b;2019;2010;Original;No;45.312;11.674;45.312;11.674;Italy;ITA;Northern;Europe;Palearctic;Temperate_broadleaf_and_mixed_forests;Po_Basin_mixed_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
vazquez_&_aizen_2004_X_small_1976;2004;vazquez_&_aizen_2004;ECOLOGY;small_1976;1976;1970;Reused;Yes;45.4;-75.499;45.4;75.499;Canada;CAN;Northern;North America;Nearctic;Temperate_broadleaf_and_mixed_forests;Eastern_Great_Lakes_lowland_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
vazquez_2005_X_small_1976;2005;vazquez_2005;OIKOS;small_1976;1976;1970;Reused;Yes;45.4;-75.499;45.4;75.499;Canada;CAN;Northern;North America;Nearctic;Temperate_broadleaf_and_mixed_forests;Eastern_Great_Lakes_lowland_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
bluthgen_et_al_2007_X_small_1976;2007;bluthgen_et_al_2007;CURRENT_BIOLOGY;small_1976;1976;1970;Reused;No;45.4;-75.499;45.4;75.499;Canada;CAN;Northern;North America;Nearctic;Temperate_broadleaf_and_mixed_forests;Eastern_Great_Lakes_lowland_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
scotti_et_al_2007_X_small_1976;2007;scotti_et_al_2007;ECOLOGICAL_COMPLEXITY;small_1976;1976;1970;Reused;No;45.4;-75.499;45.4;75.499;Canada;CAN;Northern;North America;Nearctic;Temperate_broadleaf_and_mixed_forests;Eastern_Great_Lakes_lowland_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
okuyama_2008_X_small_1976;2008;okuyama_2008;ECOLOGICAL_COMPLEXITY;small_1976;1976;1970;Reused;Yes;45.4;-75.499;45.4;75.499;Canada;CAN;Northern;North America;Nearctic;Temperate_broadleaf_and_mixed_forests;Eastern_Great_Lakes_lowland_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
thebault_&_fontaine_2008_X_small_1976;2008;thebault_&_fontaine_2008;OIKOS;small_1976;1976;1970;Reused;No;45.4;-75.499;45.4;75.499;Canada;CAN;Northern;North America;Nearctic;Temperate_broadleaf_and_mixed_forests;Eastern_Great_Lakes_lowland_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
bezerra_et_al_2009_X_small_1976;2009;bezerra_et_al_2009;JOURNAL_OF_ANIMAL_ECOLOGY;small_1976;1976;1970;Reused;Yes;45.4;-75.499;45.4;75.499;Canada;CAN;Northern;North America;Nearctic;Temperate_broadleaf_and_mixed_forests;Eastern_Great_Lakes_lowland_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
joppa_et_al_2009_X_small_1976;2009;joppa_et_al_2009;ECOLOGY_LETTERS;small_1976;1976;1970;Reused;No;45.4;-75.499;45.4;75.499;Canada;CAN;Northern;North America;Nearctic;Temperate_broadleaf_and_mixed_forests;Eastern_Great_Lakes_lowland_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
joppa_et_al_2010_X_small_1976;2010;joppa_et_al_2010;EVOLUTIONARY_ECOLOGY_RESEARCH;small_1976;1976;1970;Reused;No;45.4;-75.499;45.4;75.499;Canada;CAN;Northern;North America;Nearctic;Temperate_broadleaf_and_mixed_forests;Eastern_Great_Lakes_lowland_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
thebault_&_fontaine_2010_X_small_1976;2010;thebault_&_fontaine_2010;SCIENCE;small_1976;1976;1970;Reused;No;45.4;-75.499;45.4;75.499;Canada;CAN;Northern;North America;Nearctic;Temperate_broadleaf_and_mixed_forests;Eastern_Great_Lakes_lowland_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
ulrich_&_gotelli_2010_X_small_1976;2010;ulrich_&_gotelli_2010;ECOLOGY;small_1976;1976;1970;Reused;No;45.4;-75.499;45.4;75.499;Canada;CAN;Northern;North America;Nearctic;Temperate_broadleaf_and_mixed_forests;Eastern_Great_Lakes_lowland_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
maeng_&_lee_2011_X_small_1976;2011;maeng_&_lee_2011;JOURNAL_OF_THE_KOREAN_PHYSICAL_SOCIETY;small_1976;1976;1970;Reused;No;45.4;-75.499;45.4;75.499;Canada;CAN;Northern;North America;Nearctic;Temperate_broadleaf_and_mixed_forests;Eastern_Great_Lakes_lowland_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
pocock_et_al_2011_X_small_1976;2011;pocock_et_al_2011;ECOLOGICAL_COMPLEXITY;small_1976;1976;1970;Reused;Yes;45.4;-75.499;45.4;75.499;Canada;CAN;Northern;North America;Nearctic;Temperate_broadleaf_and_mixed_forests;Eastern_Great_Lakes_lowland_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
saavedra_et_al_2011_X_small_1976;2011;saavedra_et_al_2011;NATURE;small_1976;1976;1970;Reused;Yes;45.4;-75.499;45.4;75.499;Canada;CAN;Northern;North America;Nearctic;Temperate_broadleaf_and_mixed_forests;Eastern_Great_Lakes_lowland_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
castro-urgal_et_al_2012_X_small_1976;2012;castro-urgal_et_al_2012;BASIC_AND_APPLIED_ECOLOGY;small_1976;1976;1970;Reused;No;45.4;-75.499;45.4;75.499;Canada;CAN;Northern;North America;Nearctic;Temperate_broadleaf_and_mixed_forests;Eastern_Great_Lakes_lowland_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
gilarraz_et_al_2012_X_small_1976;2012;gilarraz_et_al_2012;OIKOS;small_1976;1976;1970;Reused;Yes;45.4;-75.499;45.4;75.499;Canada;CAN;Northern;North America;Nearctic;Temperate_broadleaf_and_mixed_forests;Eastern_Great_Lakes_lowland_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
james_et_al_2012_X_small_1976;2012;james_et_al_2012;NATURE;small_1976;1976;1970;Reused;Yes;45.4;-75.499;45.4;75.499;Canada;CAN;Northern;North America;Nearctic;Temperate_broadleaf_and_mixed_forests;Eastern_Great_Lakes_lowland_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
schleuning_et_al_2012_X_small_1976;2012;schleuning_et_al_2012;CURRENT_BIOLOGY;small_1976;1976;1970;Reused;No;45.4;-75.499;45.4;75.499;Canada;CAN;Northern;North America;Nearctic;Temperate_broadleaf_and_mixed_forests;Eastern_Great_Lakes_lowland_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
lee_&_maeng_2013_X_small_1976;2013;lee_&_maeng_2013;IC-MSQUARE_2012:_INTERNATIONAL_CONFERENCE_ON_MATHEMATICAL_MODELLING_IN_PHYSICAL_SCIENCES;small_1976;1976;1970;Reused;No;45.4;-75.499;45.4;75.499;Canada;CAN;Northern;North America;Nearctic;Temperate_broadleaf_and_mixed_forests;Eastern_Great_Lakes_lowland_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
chamberlain_et_al_2014_a_X_small_1976;2014;chamberlain_et_al_2014_a;JOURNAL_OF_ECOLOGY;small_1976;1976;1970;Reused;No;45.4;-75.499;45.4;75.499;Canada;CAN;Northern;North America;Nearctic;Temperate_broadleaf_and_mixed_forests;Eastern_Great_Lakes_lowland_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
rohr_&_bacompte_2014_X_small_1976;2014;rohr_&_bacompte_2014;AMERICAN_NATURALIST;small_1976;1976;1970;Reused;Yes;45.4;-75.499;45.4;75.499;Canada;CAN;Northern;North America;Nearctic;Temperate_broadleaf_and_mixed_forests;Eastern_Great_Lakes_lowland_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
stouffer_et_al_2014_X_small_1976;2014;stouffer_et_al_2014;JOURNAL_OF_ECOLOGY;small_1976;1976;1970;Reused;Yes;45.4;-75.499;45.4;75.499;Canada;CAN;Northern;North America;Nearctic;Temperate_broadleaf_and_mixed_forests;Eastern_Great_Lakes_lowland_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
vamosi_et_al_2014_X_small_1976;2014;vamosi_et_al_2014;ECOLOGY_AND_EVOLUTION;small_1976;1976;1970;Reused;Yes;45.4;-75.499;45.4;75.499;Canada;CAN;Northern;North America;Nearctic;Temperate_broadleaf_and_mixed_forests;Eastern_Great_Lakes_lowland_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
fontaine_&_thebault_2015_X_small_1976;2015;fontaine_&_thebault_2015;POPULATION_ECOLOGY;small_1976;1976;1970;Reused;No;45.4;-75.499;45.4;75.499;Canada;CAN;Northern;North America;Nearctic;Temperate_broadleaf_and_mixed_forests;Eastern_Great_Lakes_lowland_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
welti_&_joern_2015_X_small_1976;2015;welti_&_joern_2015;ECOLOGY_AND_EVOLUTION;small_1976;1976;1970;Reused;No;45.4;-75.499;45.4;75.499;Canada;CAN;Northern;North America;Nearctic;Temperate_broadleaf_and_mixed_forests;Eastern_Great_Lakes_lowland_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
emer_et_al_2016_X_small_1976;2016;emer_et_al_2016;DIVERSITY_AND_DISTRIBUTIONS;small_1976;1976;1970;Reused;Yes;45.4;-75.499;45.4;75.499;Canada;CAN;Northern;North America;Nearctic;Temperate_broadleaf_and_mixed_forests;Eastern_Great_Lakes_lowland_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
fort_et_al_2016_X_small_1976;2016;fort_et_al_2016;ECOLOGY_LETTERS;small_1976;1976;1970;Reused;No;45.4;-75.499;45.4;75.499;Canada;CAN;Northern;North America;Nearctic;Temperate_broadleaf_and_mixed_forests;Eastern_Great_Lakes_lowland_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
sakai_et_al_2016_X_small_1976;2016;sakai_et_al_2016;ROYAL_SOCIETY_OPEN_SCIENCE;small_1976;1976;1970;Reused;No;45.4;-75.499;45.4;75.499;Canada;CAN;Northern;North America;Nearctic;Temperate_broadleaf_and_mixed_forests;Eastern_Great_Lakes_lowland_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
takemoto_&_kajihara_2016_X_small_1976;2016;takemoto_&_kajihara_2016;PLOS_ONE;small_1976;1976;1970;Reused;No;45.4;-75.499;45.4;75.499;Canada;CAN;Northern;North America;Nearctic;Temperate_broadleaf_and_mixed_forests;Eastern_Great_Lakes_lowland_forests;no;no;NER;Mixed;no;yes;class;Insecta;Insects;Mixed;Insects;Inv-Insects
